Heuristic, RMQ,  Serie, t,    d,    ans,  av_time, min,  med,  max   
F-pairs, RMQNaive, 142941, 7     , 3.9   , 5258  , 2.4   , 2.33  , 2.36  , 2.46  
F-pairs, RMQNaive, 142941, 8     , 4.7   , 3085  , 1.3   , 1.18  , 1.35  , 1.39  
F-pairs, RMQNaive, 142941, 9     , 5.6   , 1870  , 0.7   , 0.61  , 0.63  , 0.73  
F-pairs, RMQNaive, 142941, 10    , 6.7   , 1190  , 0.4   , 0.38  , 0.40  , 0.42  
F-pairs, RMQNaive, 142941, 11    , 8.0   , 421   , 0.1   , 0.13  , 0.13  , 0.14  
F-pairs, RMQNaive, 142941, 12    , 9.7   , 350   , 0.1   , 0.10  , 0.10  , 0.12  
F-pairs, RMQNaive, 142941, 13    , 11.6  , 232   , 0.1   , 0.06  , 0.06  , 0.07  

F-pairs, RMQNaive, 137257, 2     , 1.6   , 914   , 0.5   , 0.44  , 0.49  , 0.80  
F-pairs, RMQNaive, 137257, 3     , 1.9   , 2158  , 1.1   , 1.10  , 1.12  , 1.20  
F-pairs, RMQNaive, 137257, 4     , 2.2   , 960   , 0.4   , 0.34  , 0.34  , 0.53  
F-pairs, RMQNaive, 137257, 5     , 2.7   , 1518  , 0.5   , 0.51  , 0.56  , 0.58  
F-pairs, RMQNaive, 137257, 6     , 3.2   , 849   , 0.3   , 0.25  , 0.25  , 0.30  
F-pairs, RMQNaive, 137257, 7     , 3.9   , 1171  , 0.3   , 0.33  , 0.34  , 0.35  
F-pairs, RMQNaive, 137257, 8     , 4.7   , 687   , 0.2   , 0.17  , 0.17  , 0.19  
F-pairs, RMQNaive, 137257, 9     , 5.6   , 394   , 0.1   , 0.10  , 0.10  , 0.11  
F-pairs, RMQNaive, 137257, 10    , 6.7   , 297   , 0.1   , 0.07  , 0.07  , 0.08  
F-pairs, RMQNaive, 137257, 11    , 8.0   , 244   , 0.1   , 0.05  , 0.05  , 0.08  
F-pairs, RMQNaive, 137257, 12    , 9.7   , 214   , 0.0   , 0.04  , 0.05  , 0.05  
F-pairs, RMQNaive, 137257, 13    , 11.6  , 115   , 0.8   , 0.02  , 0.02  , 3.82  

F-pairs, RMQNaive, 179443, 2     , 1.6   , 1515  , 1.0   , 0.95  , 0.98  , 1.29  
F-pairs, RMQNaive, 179443, 3     , 1.9   , 3392  , 2.1   , 2.01  , 2.13  , 2.36  
F-pairs, RMQNaive, 179443, 4     , 2.2   , 948   , 0.4   , 0.36  , 0.38  , 0.68  
F-pairs, RMQNaive, 179443, 5     , 2.7   , 1529  , 0.6   , 0.55  , 0.56  , 0.62  
F-pairs, RMQNaive, 179443, 6     , 3.2   , 764   , 0.2   , 0.22  , 0.22  , 0.28  
F-pairs, RMQNaive, 179443, 7     , 3.9   , 1061  , 0.3   , 0.30  , 0.30  , 0.33  
F-pairs, RMQNaive, 179443, 8     , 4.7   , 554   , 0.2   , 0.15  , 0.15  , 0.18  
F-pairs, RMQNaive, 179443, 9     , 5.6   , 308   , 0.1   , 0.09  , 0.09  , 0.10  
F-pairs, RMQNaive, 179443, 10    , 6.7   , 208   , 0.1   , 0.06  , 0.06  , 0.07  
F-pairs, RMQNaive, 179443, 11    , 8.0   , 102   , 0.0   , 0.02  , 0.02  , 0.03  
F-pairs, RMQNaive, 179443, 12    , 9.7   , 87    , 0.0   , 0.01  , 0.01  , 0.02  
F-pairs, RMQNaive, 179443, 13    , 11.6  , 30    , 0.0   , 0.01  , 0.01  , 0.01  

F-pairs, RMQNaive, 177631, 2     , 1.6   , 1550  , 1.1   , 0.95  , 1.03  , 1.27  
F-pairs, RMQNaive, 177631, 3     , 1.9   , 3435  , 2.0   , 1.88  , 1.99  , 2.10  
F-pairs, RMQNaive, 177631, 4     , 2.2   , 879   , 0.4   , 0.35  , 0.38  , 0.66  
F-pairs, RMQNaive, 177631, 5     , 2.7   , 1419  , 0.6   , 0.53  , 0.53  , 0.59  
F-pairs, RMQNaive, 177631, 6     , 3.2   , 654   , 0.2   , 0.20  , 0.20  , 0.26  
F-pairs, RMQNaive, 177631, 7     , 3.9   , 910   , 0.3   , 0.26  , 0.26  , 0.30  
F-pairs, RMQNaive, 177631, 8     , 4.7   , 521   , 0.2   , 0.13  , 0.13  , 0.22  
F-pairs, RMQNaive, 177631, 9     , 5.6   , 414   , 0.1   , 0.10  , 0.10  , 0.12  
F-pairs, RMQNaive, 177631, 10    , 6.7   , 269   , 0.1   , 0.07  , 0.07  , 0.07  
F-pairs, RMQNaive, 177631, 11    , 8.0   , 85    , 0.0   , 0.03  , 0.03  , 0.04  
F-pairs, RMQNaive, 177631, 12    , 9.7   , 68    , 0.0   , 0.02  , 0.02  , 0.03  
F-pairs, RMQNaive, 177631, 13    , 11.6  , 17    , 0.0   , 0.01  , 0.01  , 0.01  

